id,member_id,product_id,quantity,start_month,cancel_month
810,390,9,1,2025-08-01,
811,390,4,1,2025-12-01,
812,391,12,1,2025-08-01,2025-09-01
813,391,9,1,2025-11-01,
814,392,5,1,2025-08-01,
815,392,8,1,2026-02-01,
816,393,9,1,2025-08-01,
817,393,11,1,2026-04-01,2026-09-01
818,394,6,1,2025-08-01,
819,394,7,1,2025-08-01,2026-06-01
820,394,1,1,2025-09-01,2025-12-01
821,395,12,1,2025-08-01,
822,396,3,1,2025-08-01,2026-06-01
823,396,4,1,2025-12-01,
824,397,11,1,2025-09-01,2026-06-01
825,398,1,1,2025-10-01,
826,398,2,2,2025-10-01,
827,398,3,2,2025-08-01,
828,398,4,1,2025-10-01,
829,398,5,1,2025-09-01,
830,398,6,3,2025-10-01,
831,398,11,1,2025-08-01,
832,398,10,1,2025-08-01,
833,398,7,2,2025-09-01,
834,398,9,1,2025-10-01,
835,398,8,2,2025-08-01,
836,399,4,1,2025-08-01,2025-11-01
837,399,7,1,2025-08-01,
838,399,5,1,2026-05-01,
839,400,7,1,2025-08-01,
840,401,8,1,2025-08-01,
841,402,7,1,2025-08-01,2026-09-01
842,403,12,1,2025-08-01,
843,404,8,1,2025-08-01,
844,404,4,1,2025-09-01,2026-01-01
845,405,4,1,2025-08-01,
846,405,3,1,2025-08-01,
847,405,3,1,2026-03-01,
848,405,9,1,2025-10-01,
849,406,4,1,2025-08-01,
850,407,8,1,2025-09-01,
851,408,8,1,2025-09-01,2025-11-01
852,409,4,1,2025-09-01,
853,409,12,1,2025-09-01,2025-11-01
854,409,1,1,2026-04-01,2026-10-01
855,410,5,1,2025-09-01,
856,411,8,1,2025-09-01,
857,412,2,1,2025-09-01,
858,412,10,1,2026-02-01,
859,413,4,1,2025-09-01,2026-08-01
860,414,9,1,2025-09-01,
861,415,2,1,2025-09-01,
862,415,4,1,2025-12-01,
863,416,1,1,2025-10-01,
864,416,3,1,2026-03-01,2026-10-01
865,417,8,1,2025-09-01,
866,418,1,1,2025-09-01,
867,418,9,1,2025-10-01,2026-03-01
868,419,6,1,2025-10-01,
869,419,1,1,2025-11-01,
870,420,6,1,2025-09-01,
871,420,10,1,2025-09-01,
872,420,11,1,2026-02-01,
873,420,7,1,2026-05-01,
874,421,4,1,2025-09-01,
875,421,5,1,2025-09-01,2026-11-01
876,421,4,1,2026-02-01,2026-07-01
877,422,8,1,2025-09-01,
878,423,12,1,2025-10-01,
879,424,12,1,2025-09-01,
880,425,6,1,2025-09-01,
881,425,12,1,2025-12-01,2026-08-01
882,426,2,1,2025-09-01,
883,427,1,1,2025-09-01,
884,427,11,1,2025-12-01,
885,428,7,1,2025-09-01,
886,429,6,1,2025-09-01,
887,429,12,1,2025-09-01,
888,429,2,1,2025-12-01,
889,430,12,1,2025-09-01,
890,431,10,1,2025-09-01,2026-02-01
891,432,5,1,2025-10-01,
892,432,8,1,2025-10-01,2026-01-01
893,432,2,1,2026-07-01,
894,432,3,1,2026-07-01,
895,433,11,1,2025-09-01,2026-05-01
896,433,9,1,2026-03-01,
897,433,6,1,2025-11-01,
898,434,9,1,2025-09-01,
899,435,1,2,2025-09-01,
900,435,2,1,2025-10-01,
901,435,3,2,2025-09-01,
902,435,4,1,2025-09-01,
903,435,5,1,2025-11-01,
904,435,6,1,2025-09-01,
905,435,12,1,2025-10-01,
906,435,9,1,2025-10-01,
907,435,11,2,2025-11-01,
908,435,10,2,2025-10-01,
909,435,8,1,2025-09-01,
910,435,7,1,2025-10-01,
911,436,8,1,2025-09-01,
912,437,6,1,2025-09-01,
913,437,1,1,2025-09-01,2026-09-01
914,438,5,1,2025-10-01,2026-01-01
915,438,6,1,2026-03-01,2026-07-01
916,439,11,1,2025-09-01,2026-01-01
917,440,11,1,2025-10-01,
918,440,7,1,2026-03-01,
919,441,2,1,2025-10-01,
920,441,6,1,2025-12-01,
921,442,2,1,2025-09-01,
922,442,10,1,2025-09-01,
923,442,6,1,2026-05-01,
924,443,4,1,2025-09-01,2026-05-01
925,444,8,1,2025-10-01,2026-01-01
926,445,9,1,2025-09-01,2026-09-01
927,446,5,1,2025-09-01,
928,446,7,1,2025-09-01,
929,446,6,1,2026-02-01,2026-08-01
930,446,10,1,2025-12-01,
931,447,4,1,2025-09-01,
932,447,10,1,2025-09-01,
933,447,9,1,2026-04-01,
934,448,2,1,2025-09-01,
935,448,2,1,2025-10-01,
936,449,3,1,2025-09-01,
937,450,5,1,2025-09-01,2026-04-01
938,451,6,1,2025-10-01,
939,451,12,1,2026-01-01,2026-04-01
940,452,12,1,2025-09-01,
941,452,1,1,2025-11-01,
942,453,4,1,2025-09-01,2026-06-01
943,453,10,1,2025-09-01,
944,454,3,1,2025-09-01,
945,454,10,1,2025-11-01,
946,455,1,1,2025-09-01,2026-05-01
947,456,4,1,2025-09-01,2026-07-01
948,456,1,1,2025-09-01,
949,457,12,1,2025-09-01,
950,458,1,1,2025-10-01,
951,459,9,1,2025-10-01,
952,460,8,1,2025-10-01,
953,461,1,1,2025-11-01,
954,462,3,1,2025-10-01,
955,462,4,1,2026-04-01,
956,462,6,1,2025-12-01,
957,463,2,1,2025-10-01,
958,464,1,1,2025-11-01,
959,464,5,1,2025-11-01,
960,464,12,1,2026-07-01,
961,464,3,1,2025-11-01,
962,464,6,1,2026-05-01,2026-06-01
963,465,1,1,2025-10-01,
964,465,2,1,2026-04-01,
965,466,1,1,2025-10-01,
966,467,11,1,2025-11-01,
967,468,5,1,2025-10-01,2026-02-01
968,468,12,1,2025-12-01,
969,469,4,1,2025-10-01,
970,469,8,1,2025-10-01,
971,470,4,1,2025-10-01,
972,470,7,1,2025-10-01,
973,470,4,1,2025-12-01,
974,471,9,1,2025-10-01,
975,471,6,1,2026-04-01,
976,472,7,1,2025-10-01,
977,473,9,1,2025-10-01,
978,474,7,1,2025-10-01,
979,475,9,1,2025-10-01,2025-12-01
980,475,7,1,2026-04-01,
981,476,5,1,2025-10-01,2026-09-01
982,476,8,1,2025-11-01,
983,477,3,1,2025-11-01,
984,478,5,1,2025-10-01,
985,479,12,1,2025-10-01,
986,480,12,1,2025-10-01,
987,481,9,1,2025-10-01,
988,482,4,1,2025-10-01,
989,482,9,1,2025-10-01,
990,483,5,1,2025-10-01,
991,483,3,1,2026-04-01,
992,484,6,1,2025-11-01,
993,484,10,1,2026-01-01,
994,485,1,1,2025-10-01,
995,485,8,1,2025-10-01,2026-09-01
996,485,3,1,2026-07-01,
997,486,2,1,2025-10-01,2026-01-01
998,486,10,1,2026-01-01,
999,486,4,1,2026-05-01,
1000,487,6,1,2025-10-01,
1001,487,10,1,2025-10-01,
1002,487,11,1,2026-06-01,
1003,487,6,1,2026-07-01,
1004,488,6,1,2025-10-01,
1005,489,1,1,2025-10-01,
1006,490,6,1,2025-11-01,
1007,491,10,1,2025-10-01,
1008,492,2,1,2025-10-01,
1009,492,2,1,2025-11-01,
1010,493,5,1,2025-10-01,
1011,493,9,1,2026-02-01,
1012,493,8,1,2026-06-01,
1013,494,3,1,2025-10-01,2026-11-01
1014,494,5,1,2025-10-01,
1015,494,1,1,2026-04-01,
1016,495,10,1,2025-10-01,2026-04-01
1017,496,5,1,2025-10-01,2026-01-01
1018,496,7,1,2025-10-01,
1019,496,8,1,2026-06-01,
1020,497,5,1,2025-11-01,2026-08-01
1021,498,8,1,2025-11-01,
1022,499,2,1,2025-11-01,
1023,499,2,1,2026-02-01,
1024,500,10,1,2025-12-01,
1025,501,3,1,2025-12-01,
1026,501,4,1,2025-12-01,
1027,502,1,1,2025-11-01,
1028,502,11,1,2025-11-01,
1029,502,5,1,2026-04-01,2026-10-01
1030,502,6,1,2026-07-01,
1031,503,12,1,2025-11-01,2026-11-01
1032,504,5,1,2025-11-01,2026-08-01
1033,505,4,1,2025-11-01,
1034,505,3,1,2026-07-01,
1035,506,2,1,2025-11-01,
1036,507,10,1,2025-11-01,2026-03-01
1037,508,3,1,2025-11-01,
1038,508,11,1,2025-11-01,2026-09-01
1039,508,8,1,2026-05-01,
1040,508,4,1,2026-05-01,
1041,509,6,1,2025-12-01,
1042,509,9,1,2025-12-01,
1043,510,6,1,2025-12-01,
1044,510,5,1,2026-03-01,
1045,511,9,1,2025-11-01,
1046,512,4,1,2025-11-01,
1047,512,5,1,2025-11-01,
1048,512,2,1,2026-06-01,
1049,512,5,1,2026-02-01,
1050,512,2,1,2026-01-01,
1051,513,10,1,2025-12-01,
1052,514,3,1,2025-11-01,
1053,515,4,1,2025-12-01,
1054,515,5,1,2025-12-01,
1055,515,5,1,2026-04-01,
1056,516,6,1,2025-11-01,2026-05-01
1057,516,5,1,2026-01-01,
1058,517,8,1,2025-11-01,2026-03-01
1059,518,2,1,2025-11-01,
1060,518,1,1,2025-11-01,
1061,518,1,1,2026-02-01,
1062,519,11,1,2025-11-01,
1063,520,12,1,2025-11-01,
1064,521,5,1,2025-12-01,2026-03-01
1065,521,11,1,2026-01-01,
1066,522,6,1,2025-11-01,2026-02-01
1067,522,6,1,2025-11-01,
1068,523,1,1,2025-11-01,2026-03-01
1069,523,7,1,2025-12-01,
1070,524,2,1,2025-11-01,2026-07-01
1071,525,3,1,2025-11-01,
1072,525,4,1,2025-11-01,2026-03-01
1073,525,5,1,2026-07-01,
1074,525,10,1,2026-01-01,
1075,526,3,1,2025-11-01,
1076,526,1,1,2025-11-01,2026-02-01
1077,526,1,1,2026-07-01,
1078,526,7,1,2026-07-01,
1079,527,5,1,2025-11-01,
1080,528,10,1,2025-11-01,
1081,528,1,1,2026-04-01,2026-09-01
1082,529,11,1,2025-12-01,2026-07-01
1083,530,2,1,2025-11-01,2026-10-01
1084,531,3,1,2025-11-01,
1085,531,8,1,2025-12-01,
1086,532,12,1,2025-11-01,
1087,533,1,1,2025-11-01,2026-05-01
1088,533,12,1,2025-11-01,
1089,533,8,1,2026-01-01,2026-10-01
1090,533,7,1,2025-12-01,
1091,533,6,1,2026-01-01,
1092,534,10,1,2025-11-01,
1093,535,10,1,2025-11-01,
1094,536,6,1,2025-11-01,
1095,536,12,1,2026-01-01,
1096,537,4,1,2025-11-01,
1097,537,1,1,2026-01-01,2026-07-01
1098,538,4,1,2025-11-01,
1099,538,8,1,2026-01-01,2026-10-01
1100,538,8,1,2026-01-01,
1101,539,5,1,2025-11-01,
1102,539,2,1,2026-03-01,2026-07-01
1103,540,12,1,2025-12-01,2026-07-01
1104,541,5,1,2025-12-01,
1105,541,2,1,2026-01-01,
1106,542,1,1,2025-12-01,
1107,542,2,1,2026-04-01,
1108,543,7,1,2026-01-01,
1109,544,3,1,2025-12-01,
1110,545,9,1,2026-01-01,
1111,546,1,1,2025-12-01,
1112,546,7,1,2026-04-01,
1113,547,4,1,2025-12-01,
1114,548,6,1,2025-12-01,2026-10-01
1115,548,2,1,2026-01-01,2026-07-01
1116,549,7,1,2025-12-01,
1117,550,7,1,2025-12-01,
1118,550,6,1,2025-12-01,
1119,551,1,1,2025-12-01,
1120,551,8,1,2025-12-01,
1121,551,7,1,2026-03-01,2026-08-01
1122,551,4,1,2026-05-01,2026-09-01
1123,552,6,1,2025-12-01,
1124,552,8,1,2025-12-01,
1125,552,5,1,2026-05-01,
1126,552,8,1,2026-04-01,
1127,552,1,1,2026-07-01,
1128,553,2,1,2025-12-01,
1129,553,12,1,2026-01-01,2026-04-01
1130,554,8,1,2025-12-01,
1131,555,6,1,2025-12-01,2026-02-01
1132,555,2,1,2026-01-01,2026-08-01
1133,556,3,1,2025-12-01,
1134,557,8,1,2026-01-01,
1135,557,11,1,2025-12-01,
1136,557,1,1,2026-06-01,
1137,558,9,1,2025-12-01,2026-11-01
1138,559,8,1,2025-12-01,
1139,560,12,1,2025-12-01,
1140,561,1,1,2025-12-01,
1141,562,5,1,2025-12-01,
1142,562,10,1,2026-01-01,
1143,563,5,1,2025-12-01,2026-04-01
1144,563,4,1,2026-01-01,
1145,564,10,1,2025-12-01,
1146,565,5,1,2025-12-01,
1147,565,7,1,2025-12-01,
1148,566,10,1,2026-01-01,2026-07-01
1149,567,2,1,2025-12-01,
1150,567,4,1,2026-07-01,
1151,568,2,1,2026-01-01,
1152,569,6,1,2025-12-01,
1153,569,9,1,2026-05-01,
1154,570,6,1,2025-12-01,2026-03-01
1155,570,3,1,2026-06-01,
1156,571,10,1,2025-12-01,2026-07-01
1157,572,2,1,2025-12-01,
1158,572,3,1,2026-02-01,
1159,573,10,1,2025-12-01,2026-08-01
1160,573,7,1,2026-03-01,
1161,574,4,1,2025-12-01,
1162,575,6,1,2025-12-01,
1163,575,6,1,2025-12-01,
1164,575,10,1,2026-02-01,
1165,575,12,1,2026-05-01,2026-08-01
1166,576,1,1,2025-12-01,
1167,576,8,1,2025-12-01,
1168,576,1,1,2026-07-01,
1169,577,8,1,2025-12-01,
1170,578,2,1,2025-12-01,
1171,578,2,1,2025-12-01,
1172,578,11,1,2026-01-01,
1173,578,1,1,2026-07-01,
1174,578,4,1,2026-07-01,
1175,579,4,1,2026-01-01,
1176,579,3,1,2026-04-01,
1177,580,1,1,2025-12-01,2026-06-01
1178,581,12,1,2025-12-01,
1179,582,1,1,2025-12-01,
1180,582,6,1,2025-12-01,2026-07-01
1181,582,3,1,2026-07-01,
1182,583,10,1,2025-12-01,2026-02-01
1183,584,8,1,2025-12-01,
1184,584,7,1,2026-03-01,
1185,585,2,1,2025-12-01,2026-10-01
1186,585,10,1,2025-12-01,2026-09-01
1187,585,3,1,2026-07-01,
1188,586,5,1,2026-01-01,
1189,586,12,1,2026-01-01,
1190,587,1,1,2026-02-01,2026-11-01
1191,587,3,1,2026-03-01,
1192,588,7,1,2026-01-01,
1193,588,7,1,2026-04-01,2026-08-01
1194,589,8,1,2026-02-01,2026-07-01
1195,590,3,1,2026-01-01,
1196,590,3,1,2026-04-01,
1197,591,2,1,2026-01-01,
1198,591,9,1,2026-01-01,
1199,591,3,1,2026-05-01,2026-07-01
1200,592,7,1,2026-01-01,2026-10-01
1201,593,4,1,2026-01-01,
1202,593,2,1,2026-03-01,
1203,594,11,1,2026-01-01,
1204,595,5,1,2026-01-01,2026-09-01
1205,595,4,1,2026-01-01,2026-10-01
1206,596,2,1,2026-01-01,
1207,596,9,1,2026-03-01,
1208,597,12,1,2026-01-01,
1209,597,11,1,2026-02-01,
1210,598,2,1,2026-01-01,
1211,599,1,1,2026-02-01,2026-06-01
1212,599,11,1,2026-06-01,
1213,600,3,1,2026-01-01,2026-08-01
1214,600,7,1,2026-01-01,
1215,600,7,1,2026-04-01,
1216,600,4,1,2026-04-01,
1217,601,5,1,2026-01-01,
1218,602,5,1,2026-01-01,
1219,602,2,1,2026-01-01,
1220,602,4,1,2026-07-01,2026-08-01
1221,603,5,1,2026-01-01,
1222,603,12,1,2026-01-01,
1223,603,2,1,2026-07-01,
1224,603,12,1,2026-03-01,2026-06-01
1225,604,1,1,2026-02-01,2026-08-01
1226,605,4,1,2026-02-01,
1227,605,11,1,2026-02-01,
1228,606,9,1,2026-01-01,
1229,607,7,1,2026-01-01,
1230,608,2,1,2026-01-01,
1231,608,1,1,2026-01-01,2026-11-01
1232,608,2,1,2026-07-01,
1233,608,12,1,2026-07-01,
1234,608,11,1,2026-04-01,
1235,609,3,1,2026-01-01,
1236,609,12,1,2026-04-01,
1237,610,7,1,2026-02-01,
1238,611,2,1,2026-01-01,
1239,611,12,1,2026-01-01,
1240,611,12,1,2026-07-01,
1241,611,12,1,2026-02-01,
1242,612,3,1,2026-01-01,
1243,612,9,1,2026-05-01,
1244,613,10,1,2026-01-01,
1245,613,1,1,2026-04-01,
1246,614,8,1,2026-01-01,
1247,615,9,1,2026-01-01,
1248,616,1,1,2026-01-01,
1249,617,6,1,2026-01-01,
1250,617,4,1,2026-05-01,2026-08-01
1251,617,5,1,2026-04-01,
1252,618,12,1,2026-02-01,2026-03-01
1253,619,11,1,2026-01-01,
1254,620,3,1,2026-01-01,
1255,621,8,1,2026-01-01,2026-03-01
1256,622,1,1,2026-01-01,2026-11-01
1257,623,1,1,2026-01-01,
1258,623,7,1,2026-01-01,
1259,623,6,1,2026-06-01,
1260,623,9,1,2026-03-01,
1261,624,8,1,2026-02-01,
1262,624,6,1,2026-07-01,2026-08-01
1263,625,11,1,2026-01-01,
1264,626,5,1,2026-01-01,
1265,626,3,1,2026-01-01,
1266,626,12,1,2026-03-01,
1267,627,3,1,2026-02-01,
1268,628,5,1,2026-01-01,
1269,628,4,1,2026-01-01,
1270,628,1,1,2026-06-01,2026-09-01
1271,629,6,1,2026-02-01,
1272,630,6,1,2026-02-01,
1273,631,11,1,2026-01-01,2026-03-01
1274,631,8,1,2026-02-01,
1275,632,2,1,2026-01-01,2026-06-01
1276,633,2,1,2026-01-01,
1277,633,4,1,2026-01-01,
1278,633,4,1,2026-02-01,
1279,634,2,1,2026-01-01,
1280,634,7,1,2026-07-01,
1281,635,11,1,2026-01-01,
1282,636,5,1,2026-02-01,2026-10-01
1283,636,11,1,2026-06-01,
1284,636,8,1,2026-07-01,
1285,637,4,1,2026-01-01,
1286,637,10,1,2026-01-01,
1287,637,8,1,2026-07-01,
1288,638,3,1,2026-01-01,
1289,638,3,1,2026-07-01,2026-11-01
1290,639,2,1,2026-01-01,
1291,639,11,1,2026-04-01,2026-10-01
1292,640,4,1,2026-02-01,
1293,641,7,1,2026-01-01,
1294,642,3,1,2026-01-01,2026-03-01
1295,642,8,1,2026-05-01,
1296,643,1,1,2026-01-01,
1297,644,4,1,2026-01-01,
1298,644,2,1,2026-01-01,
1299,644,9,1,2026-06-01,
1300,644,9,1,2026-06-01,2026-11-01
1301,644,10,1,2026-05-01,
1302,645,12,1,2026-01-01,
1303,646,11,1,2026-01-01,
1304,647,3,1,2026-02-01,
1305,647,5,1,2026-07-01,
1306,648,5,1,2026-01-01,2026-06-01
1307,648,6,1,2026-02-01,
1308,649,1,1,2026-01-01,
1309,649,3,1,2026-07-01,
1310,650,11,1,2026-02-01,2026-03-01
1311,651,2,1,2026-01-01,
1312,651,9,1,2026-07-01,
1313,652,9,1,2026-03-01,
1314,653,8,1,2026-02-01,
1315,654,7,1,2026-02-01,2026-05-01
1316,655,10,1,2026-02-01,
1317,656,2,1,2026-02-01,
1318,656,3,1,2026-06-01,
1319,657,6,1,2026-02-01,2026-08-01
1320,657,11,1,2026-06-01,
1321,658,1,1,2026-02-01,
1322,658,10,1,2026-05-01,2026-07-01
1323,658,5,1,2026-07-01,
1324,659,11,1,2026-02-01,
1325,660,2,1,2026-03-01,
1326,660,9,1,2026-05-01,
1327,661,2,1,2026-03-01,
1328,661,1,1,2026-03-01,
1329,661,6,1,2026-07-01,
1330,662,9,1,2026-02-01,
1331,663,2,1,2026-02-01,
1332,664,11,1,2026-02-01,2026-11-01
1333,664,10,1,2026-07-01,
1334,665,2,1,2026-02-01,
1335,665,7,1,2026-02-01,
1336,665,11,1,2026-07-01,
1337,665,3,1,2026-07-01,
1338,666,1,1,2026-02-01,
1339,666,3,1,2026-03-01,
1340,667,1,1,2026-02-01,2026-07-01
1341,667,11,1,2026-05-01,
1342,668,4,1,2026-02-01,
1343,668,5,1,2026-06-01,
1344,669,10,1,2026-02-01,2026-10-01
1345,670,1,1,2026-02-01,
1346,670,5,1,2026-07-01,
1347,671,10,1,2026-02-01,
1348,672,8,1,2026-03-01,2026-11-01
1349,672,11,1,2026-02-01,
1350,673,6,1,2026-02-01,
1351,674,12,1,2026-02-01,2026-08-01
1352,674,7,1,2026-07-01,
1353,675,9,1,2026-02-01,
1354,676,1,1,2026-02-01,
1355,676,7,1,2026-03-01,
1356,677,1,1,2026-02-01,
1357,678,3,1,2026-02-01,2026-10-01
1358,678,1,1,2026-02-01,2026-03-01
1359,679,7,1,2026-03-01,
1360,680,9,1,2026-02-01,
1361,681,3,1,2026-03-01,
1362,681,8,1,2026-03-01,
1363,681,11,1,2026-07-01,
1364,681,7,1,2026-07-01,
1365,681,11,1,2026-07-01,2026-11-01
1366,682,3,1,2026-02-01,2026-05-01
1367,682,12,1,2026-02-01,
1368,682,4,1,2026-07-01,
1369,682,4,1,2026-06-01,
1370,682,3,1,2026-07-01,
1371,683,4,1,2026-02-01,
1372,683,2,1,2026-04-01,2026-06-01
1373,684,6,1,2026-02-01,2026-10-01
1374,685,11,1,2026-02-01,2026-04-01
1375,686,4,1,2026-02-01,
1376,686,1,1,2026-02-01,
1377,686,12,1,2026-07-01,
1378,686,3,1,2026-07-01,
1379,686,10,1,2026-06-01,
1380,687,3,1,2026-02-01,
1381,687,4,1,2026-03-01,2026-11-01
1382,688,1,1,2026-02-01,
1383,688,7,1,2026-02-01,
1384,688,5,1,2026-07-01,
1385,689,12,1,2026-02-01,2026-04-01
1386,690,7,1,2026-02-01,
1387,691,9,1,2026-02-01,
1388,692,4,1,2026-02-01,
1389,693,5,1,2026-02-01,
1390,693,9,1,2026-02-01,
1391,693,9,1,2026-07-01,
1392,693,3,1,2026-06-01,2026-08-01
1393,694,3,1,2026-02-01,
1394,694,5,1,2026-07-01,
1395,694,2,1,2026-04-01,
1396,695,7,1,2026-02-01,2026-03-01
1397,696,5,1,2026-03-01,
1398,696,10,1,2026-03-01,
1399,696,6,1,2026-07-01,
1400,696,11,1,2026-07-01,
1401,696,2,1,2026-07-01,
1402,697,7,1,2026-02-01,2026-07-01
1403,698,6,1,2026-03-01,2026-07-01
1404,698,6,1,2026-03-01,
1405,698,6,1,2026-06-01,
1406,699,3,1,2026-02-01,
1407,699,11,1,2026-02-01,
1408,699,3,1,2026-07-01,2026-09-01
1409,699,2,1,2026-05-01,
1410,700,5,1,2026-02-01,
1411,700,12,1,2026-07-01,
1412,701,3,1,2026-02-01,
1413,702,2,1,2026-03-01,2026-05-01
1414,702,11,1,2026-05-01,
1415,703,2,1,2026-02-01,
1416,703,3,1,2026-02-01,
1417,703,2,1,2026-05-01,
1418,704,11,1,2026-02-01,
1419,705,8,1,2026-03-01,2026-07-01
1420,705,9,1,2026-03-01,2026-07-01
1421,706,8,1,2026-03-01,2026-06-01
1422,706,2,1,2026-05-01,
1423,706,11,1,2026-04-01,2026-05-01
1424,707,12,1,2026-04-01,2026-10-01
1425,708,1,1,2026-03-01,
1426,708,8,1,2026-07-01,
1427,709,2,1,2026-03-01,
1428,709,2,1,2026-03-01,
1429,709,1,1,2026-07-01,
1430,710,7,1,2026-03-01,
1431,711,12,1,2026-03-01,
1432,712,1,1,2026-03-01,
1433,712,8,1,2026-07-01,2026-09-01
1434,713,12,1,2026-03-01,
1435,714,12,1,2026-03-01,
1436,714,12,1,2026-05-01,
1437,715,7,1,2026-03-01,
1438,715,8,1,2026-05-01,2026-10-01
1439,716,9,1,2026-03-01,2026-06-01
1440,717,4,1,2026-03-01,
1441,717,10,1,2026-07-01,
1442,718,8,1,2026-04-01,
1443,719,2,1,2026-03-01,2026-06-01
1444,719,10,1,2026-04-01,
1445,720,4,1,2026-03-01,2026-04-01
1446,720,5,1,2026-07-01,
1447,721,4,1,2026-03-01,
1448,721,1,1,2026-03-01,
1449,721,12,1,2026-07-01,2026-11-01
1450,722,8,1,2026-03-01,2026-06-01
1451,722,5,1,2026-04-01,2026-10-01
1452,723,8,1,2026-03-01,
1453,723,11,1,2026-07-01,
1454,724,8,1,2026-03-01,
1455,725,8,1,2026-03-01,2026-05-01
1456,726,12,1,2026-03-01,2026-10-01
1457,727,6,1,2026-03-01,2026-04-01
1458,727,9,1,2026-04-01,2026-10-01
1459,728,5,1,2026-03-01,
1460,728,6,1,2026-04-01,
1461,728,2,1,2026-07-01,
1462,729,12,1,2026-03-01,
1463,730,10,1,2026-03-01,
1464,730,5,1,2026-07-01,
1465,731,8,1,2026-03-01,2026-07-01
1466,732,11,1,2026-03-01,
1467,733,7,1,2026-03-01,
1468,734,5,1,2026-04-01,
1469,734,11,1,2026-04-01,
1470,734,6,1,2026-05-01,
1471,735,12,1,2026-03-01,
1472,736,4,1,2026-03-01,
1473,736,6,1,2026-07-01,2026-10-01
1474,737,9,1,2026-03-01,2026-06-01
1475,738,2,1,2026-03-01,
1476,738,8,1,2026-03-01,2026-10-01
1477,738,1,1,2026-07-01,
1478,739,12,1,2026-03-01,2026-07-01
1479,739,4,1,2026-07-01,
1480,740,6,1,2026-03-01,
1481,740,6,1,2026-05-01,
1482,741,3,1,2026-03-01,
1483,741,10,1,2026-03-01,
1484,742,6,1,2026-03-01,
1485,743,2,1,2026-04-01,
1486,743,8,1,2026-07-01,
1487,743,9,1,2026-07-01,
1488,744,6,1,2026-04-01,
1489,744,8,1,2026-04-01,
1490,745,2,1,2026-03-01,
1491,745,8,1,2026-03-01,
1492,745,4,1,2026-07-01,
1493,745,2,1,2026-07-01,
1494,745,12,1,2026-07-01,2026-11-01
1495,746,10,1,2026-03-01,
1496,747,6,1,2026-03-01,
1497,747,2,1,2026-04-01,
1498,747,4,1,2026-05-01,
1499,748,9,1,2026-03-01,2026-05-01
1500,749,8,1,2026-03-01,2026-05-01
1501,750,7,1,2026-03-01,
1502,750,8,1,2026-04-01,
1503,751,11,1,2026-04-01,
1504,752,7,1,2026-03-01,2026-07-01
1505,753,1,1,2026-03-01,2026-05-01
1506,753,11,1,2026-04-01,2026-07-01
1507,753,1,1,2026-07-01,2026-11-01
1508,754,6,1,2026-03-01,
1509,754,5,1,2026-03-01,
1510,754,4,1,2026-05-01,
1511,754,4,1,2026-05-01,
1512,755,5,1,2026-04-01,
1513,756,9,1,2026-04-01,
1514,757,6,1,2026-05-01,2026-11-01
1515,758,1,1,2026-04-01,
1516,758,9,1,2026-04-01,
1517,758,1,1,2026-07-01,
1518,759,7,1,2026-04-01,
1519,760,2,1,2026-05-01,2026-10-01
1520,761,6,1,2026-04-01,
1521,761,3,1,2026-04-01,
1522,761,3,1,2026-06-01,
1523,762,5,1,2026-04-01,2026-06-01
1524,762,8,1,2026-07-01,2026-09-01
1525,763,11,1,2026-04-01,2026-10-01
1526,764,7,1,2026-04-01,
1527,764,3,1,2026-04-01,
1528,765,3,1,2026-04-01,
1529,766,8,1,2026-04-01,
1530,766,9,1,2026-04-01,
1531,767,5,1,2026-04-01,2026-08-01
1532,767,7,1,2026-07-01,
1533,767,11,1,2026-07-01,2026-08-01
1534,768,3,1,2026-04-01,
1535,768,3,1,2026-04-01,
1536,768,12,1,2026-07-01,
1537,768,2,1,2026-07-01,
1538,768,10,1,2026-05-01,2026-09-01
1539,769,4,1,2026-04-01,
1540,769,9,1,2026-04-01,
1541,769,8,1,2026-07-01,
1542,769,4,1,2026-07-01,
1543,770,6,1,2026-04-01,2026-09-01
1544,770,5,1,2026-07-01,
1545,771,10,1,2026-04-01,
1546,771,11,1,2026-04-01,2026-08-01
1547,772,3,1,2026-04-01,
1548,772,2,1,2026-04-01,
1549,772,6,1,2026-07-01,
1550,772,7,1,2026-07-01,
1551,773,10,1,2026-04-01,
1552,773,11,1,2026-06-01,
1553,774,7,1,2026-04-01,2026-06-01
1554,775,4,1,2026-04-01,
1555,776,8,1,2026-04-01,
1556,777,1,1,2026-04-01,
1557,777,7,1,2026-04-01,
1558,777,11,1,2026-07-01,
1559,777,1,1,2026-07-01,
1560,777,7,1,2026-05-01,
1561,778,10,1,2026-04-01,2026-08-01
1562,779,6,1,2026-04-01,
1563,780,7,1,2026-04-01,2026-07-01
1564,781,12,1,2026-04-01,2026-10-01
1565,782,12,1,2026-04-01,2026-08-01
1566,783,11,1,2026-04-01,2026-07-01
1567,783,12,1,2026-07-01,
1568,784,10,1,2026-04-01,
1569,784,4,1,2026-07-01,
1570,785,4,1,2026-04-01,2026-09-01
1571,785,12,1,2026-07-01,
1572,786,9,1,2026-05-01,
1573,787,5,1,2026-04-01,
1574,787,2,1,2026-04-01,2026-11-01
1575,788,4,1,2026-04-01,
1576,788,10,1,2026-07-01,
1577,789,6,1,2026-04-01,
